Progress,Duration,D1,D2,D2_1,D3,D3_1,D4,D4_1,D5_1,D6,D7,D8,HighSES_1,HighSES_2,HighSES_3,HighSES_4,ATT_1,LowSES_1,LowSES_2,LowSES_3,LowSES_4,ATT_2,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,ATT_3,WG_1,WG_2,WG_3,WG_4,WG_5,ATT_4,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,ATT_5,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,ATT_6,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,ATT_7,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,ATT_8,Condition,attcomp,WPMean,WGMean,SDOMean,CSERMean,MRSMean,rank
100,566,19,2,,1,,5,,3,9,3,2,People who have dropped out of high school.,People who are homeless.,People who are drug addicts.,8,1,,,,0,0,7,7,7,1,7,1,7,7,1,6,6,1,1,7,1,1,1,4,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,6,5,6,3,5,3,4,4,5,3,4,4,1,1,1,1,1,7,7,7,4,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,6.6,1.1875,4.4375,1.5,8
100,473,23,1,,1,,11,,3,9,5,6,,,,NA,1,doctors,lawyers,famous people,4,1,7,7,7,1,5,1,2,6,1,6,6,0,1,7,1,1,1,1,1,100,68,100,46,72,78,77,78,54,1,3,1,7,1,6,2,2,2,4,3,6,4,5,1,5,3,1,4,1,4,2,7,7,7,7,1,2,2,2,7,7,7,7,1,LowSESManipulation,7,6.6,5.4,1.625,4.25,1,NA
100,536,19,1,,1,,5,,6,11,3,6,,,,NA,1,Ceos,Big business owners,Bill gates,4,1,5,5,5,3,4,1,5,5,3,5,4,1,3,5,5,3,5,3,1,92,92,92,92,92,92,92,92,92,1,6,3,5,3,6,2,6,4,5,3,5,3,5,3,5,3,1,3,2,5,1,6,6,6,6,2,3,2,2,6,5,6,6,1,LowSESManipulation,8,4.8,4.8,2.3125,4.5,3.6666666666666665,NA
100,410,21,2,,1,,6,,2,7,5,5,,,,NA,1,Wealthy,Political figures,Celebrities ,5,1,7,7,6,1,6,1,6,7,1,7,7,1,1,7,1,1,1,1,1,96,60,80,50,85,96,97,83,83,1,5,3,5,4,7,5,4,2,4,4,7,4,2,1,2,4,1,1,1,2,1,7,7,7,6,1,1,1,7,7,7,7,7,1,LowSESManipulation,8,6.6,6.8,1.5,4.125,1,NA
100,437,19,2,,1,,3,,9,10,4,3,homeless,unemployed,no education ,7,1,,,,0,0,3,3,4,5,4,1,4,5,3,3,4,1,5,5,5,4,4,3,1,100,100,100,100,100,100,100,100,100,1,5,5,6,4,5,2,5,2,7,4,6,2,7,3,6,5,1,4,3,1,1,7,7,7,5,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,3.4,4.2,1.4375,4.9375,4,7
100,1056,21,1,,1,,5,,3,11,6,5,,,,NA,1,Jeff Bezos,Bill Gates,Elon Musk,5,1,7,6,7,1,6,1,5,5,3,3,6,1,2,3,2,2,1,2,1,81,80,75,83,82,75,84,81,74,1,6,3,3,5,4,3,6,3,7,4,5,3,6,3,6,5,1,2,2,5,2,5,6,6,6,2,2,2,6,7,6,6,5,1,LowSESManipulation,8,6.6,4.8,2.5,4.6875,2.3333333333333335,NA
100,1103,22,1,,1,,3,,6,13,4,4,,,,NA,1,Politians ,Business people,celebrities,5,1,6,5,4,1,4,1,1,1,7,1,7,0,1,6,1,1,4,1,1,60,45,50,60,60,50,50,30,10,1,7,5,7,2,6,1,3,3,4,4,4,1,5,1,4,5,1,1,1,1,1,7,7,7,7,1,1,7,2,7,7,7,7,1,LowSESManipulation,7,5.2,2.2,1.4375,4.1875,1.6666666666666667,NA
100,475,19,2,,1,,12,,5,13,6,5,,,,NA,1,Business ,Hard Working,Educated ,7,1,1,1,1,7,1,1,1,2,4,5,1,1,7,4,3,1,1,1,1,100,100,100,100,100,50,100,100,30,1,7,4,6,1,6,1,2,1,7,4,7,1,2,1,7,4,1,1,1,1,1,7,7,7,7,1,1,1,2,7,6,7,7,1,LowSESManipulation,8,1,2.6,1.125,4.625,2.8333333333333335,NA
100,327,19,2,,1,,8,,4,9,3,1,Homeless,Minumum wage workers,high school dropouts,5,1,,,,0,0,6,7,6,1,6,1,6,7,1,6,6,1,1,7,3,2,1,1,1,100,100,100,100,100,100,100,82,81,1,5,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,1,4,3,3,2,5,7,7,6,1,1,2,2,7,7,7,7,1,HighSESManipulation,7,6.4,6.4,1.8125,4,1.5,5
100,1450,26,2,,1,,13,None,5,9,3,2,Non citizen immigrants,Hispanic Americans,African American,4,1,,,,0,0,7,6,6,1,3,0,5,6,2,5,6,1,1,7,1,1,1,1,1,100,100,80,50,80,100,100,100,100,1,7,1,7,1,4,4,3,4,5,4,4,5,5,5,5,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,6,5.8,5.6,1,3.1875,1,4
100,548,21,2,,1,,1,,5,9,5,3,,,,NA,1,"Straight, White, Males. Disclaimer: I do not agree with this, but this is how society is right now","Straight, White, Women","LGBTQ, White, Men and Women ",9,1,7,6,6,1,4,1,6,6,1,5,5,1,1,1,1,1,1,1,1,81,81,81,81,81,81,81,81,81,1,6,6,6,4,7,2,4,1,5,1,7,1,5,1,5,1,1,1,1,1,1,6,7,7,7,1,4,1,1,7,7,7,7,1,LowSESManipulation,8,6,5.8,1.25,5.4375,2,NA
100,567,19,2,,1,,5,,5,12,5,6,poor people,criminals ,addicts to drugs or alcohol,9,1,,,,0,0,6,4,6,3,4,1,4,6,2,6,7,0,4,6,2,1,4,5,1,60,70,52,81,52,70,43,42,43,1,7,4,6,5,5,2,7,1,7,4,6,2,6,2,6,2,1,5,3,2,5,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,6,5,5.8,1.6875,5.1875,3,9
100,523,19,1,,1,,6,,4,11,4,5,Homeless people ,Low income people ,Disabled ,5,1,,,,0,0,4,4,4,4,4,1,4,4,4,5,4,1,2,5,4,4,4,4,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,1,4,1,1,1,4,7,6,6,2,2,2,4,7,7,6,7,1,HighSESManipulation,7,4,4.2,1.9375,4.0625,3.5,5
100,603,18,1,,1,,8,,3,5,3,3,,,,NA,1,Doctors,Good Lawyers,Politicians,3,1,6,7,6,2,2,1,4,4,4,4,4,1,1,7,1,1,1,1,1,100,82,100,100,100,100,100,100,100,1,6,2,6,1,5,2,4,1,4,3,4,2,5,2,4,3,1,1,1,1,1,1,7,7,7,1,1,1,1,7,7,7,6,1,LowSESManipulation,8,5.4,4,1.4375,4.1875,1,NA
100,323,20,2,,1,,8,,5,13,5,5,,,,NA,1,,,,5,1,6,6,6,2,4,1,4,7,1,3,4,1,1,5,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,LowSESManipulation,8,5.6,5,4,3.9375,1.3333333333333333,NA
100,515,18,2,,1,,3,,2,12,3,3,Those who are homeless,People who can’t afford to eat everyday,Those who don’t have the money to get water ,6,1,,,,0,0,6,6,6,2,4,1,6,7,1,6,7,1,1,4,1,1,1,1,1,100,86,100,100,100,100,100,100,100,1,4,3,6,4,5,5,2,2,4,3,3,5,5,4,4,3,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,5.6,6.6,1,3.8125,1.5,6
100,352,20,1,,1,,3,,,12,6,3,People in Prison,Minority populations that deal with racism and harassment,Field Laborers being paid less than minimum wage under terrible conditions.,7,1,,,,0,0,7,7,7,1,7,1,5,6,2,6,5,1,1,7,1,1,2,1,1,100,96,100,100,100,100,100,100,51,1,2,2,5,4,4,3,4,4,4,4,5,3,4,2,4,4,1,1,1,2,1,7,7,7,4,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,5.6,1.25,4.1875,1.1666666666666667,7
100,356,22,2,,1,,8,,7,12,3,5,Less than high school level education,No college degree,Teen mom/single parent,6,1,,,,0,0,6,6,6,2,4,1,5,5,2,3,5,1,1,6,4,4,4,4,1,93,89,57,84,84,66,88,77,80,1,4,3,4,5,5,5,5,5,5,3,3,3,5,4,5,4,1,4,2,4,5,4,6,5,5,3,3,3,3,4,4,5,5,1,HighSESManipulation,7,5.6,4.8,3.3125,4.1875,3.1666666666666665,6
100,559,19,2,,1,,11,,3,12,3,3,homeless,disabled ,elderly ,7,1,,,,0,0,7,7,7,1,7,1,6,6,1,6,7,1,1,7,1,1,1,2,1,95,50,60,5,100,100,50,70,70,1,6,4,7,2,4,3,6,4,6,1,4,2,7,4,5,2,1,1,1,1,1,7,7,7,6,1,1,1,2,7,7,7,7,1,HighSESManipulation,7,7,6.4,1.125,4.5,1.1666666666666667,7
100,752,20,2,,1,,13,Pagan,2,12,5,5,Refugees,Children in Poverty,Mentally Ill Homeless,7,1,,,,0,0,6,6,7,2,5,1,7,7,1,6,6,1,1,7,2,1,1,1,1,94,76,70,26,100,100,90,100,95,1,3,2,3,2,4,5,6,6,5,3,2,7,6,5,2,6,1,2,2,2,2,7,7,7,7,1,2,2,3,7,7,6,7,1,HighSESManipulation,7,6,6.6,1.5625,3.375,1.1666666666666667,7
100,654,20,1,,1,,5,,4,11,3,5,,,,NA,1,Billionaire class,Political Elite,Celebrities,6,1,6,6,5,3,4,1,2,3,5,2,3,1,1,7,2,2,3,3,1,80,80,75,70,80,75,75,80,75,1,3,4,4,4,6,2,4,2,5,3,5,4,5,2,4,4,1,1,2,3,1,6,4,7,6,1,1,2,4,7,7,7,6,1,LowSESManipulation,8,5.2,2.6,1.8125,4.75,2,NA
100,750,20,2,,1,,7,,2,10,3,7,,,,NA,1,Jeff Bezos,Bill Gates,Elon Musk,3,1,7,7,7,1,6,1,5,7,1,6,7,1,1,7,1,1,1,1,1,80,10,80,10,70,80,45,80,80,1,7,2,6,2,4,1,7,1,5,3,2,6,6,3,3,2,1,1,1,1,1,7,7,7,7,1,1,7,2,7,7,7,7,1,LowSESManipulation,8,6.8,6.4,1.4375,4.0625,1,NA
100,668,18,2,,1,,8,,4,11,2,3,Homeless people,People living in homeless shelter,Living in their cars,6,1,,,,0,0,3,3,3,4,1,1,2,4,4,4,4,1,1,2,2,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,2,6,2,2,2,4,2,4,4,4,2,7,2,6,2,1,4,2,5,3,5,6,6,3,6,3,3,3,6,4,6,6,1,HighSESManipulation,7,2.8,3.6,3.1875,4.25,2,6
84,636,46,2,,1,,5,,3,7,7,5,,,,NA,1,Business  leaders,Non-denominational christian leaders,Actors,5,1,7,5,5,2,6,1,1,1,4,1,4,1,2,3,2,1,4,2,1,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,LowSESManipulation,5,5.8,2.2,NA,NA,2.6666666666666665,NA
100,1022,19,2,,1,,8,,6,12,5,5,The very bottom of this latter would consist of the unemployed. ,The lower end of this level would be people who have yet to receive their high school diplomas ,The bottom of this latter would consist of criminals. ,4,0,,,,0,0,4,3,4,4,4,1,1,4,4,4,4,1,1,6,3,1,4,1,1,100,100,100,100,100,100,100,60,50,1,7,1,7,1,6,4,4,4,4,3,5,4,3,4,4,5,1,1,1,5,1,4,5,4,5,2,4,4,5,7,5,5,4,1,HighSESManipulation,6,3.8,3.4,3,3.3125,2,4
100,399,22,2,,1,,8,,7,12,3,5,,,,NA,1,Politicians,actors,business men,6,1,6,6,6,3,5,1,6,6,2,5,6,1,2,6,4,2,4,5,1,72,72,37,75,75,58,78,42,37,1,4,4,4,4,4,4,4,5,4,4,4,4,5,5,5,4,1,4,5,5,5,3,4,4,4,4,4,5,4,4,4,4,5,1,LowSESManipulation,8,5.6,5.8,4.25,3.9375,3.1666666666666665,NA
100,326,19,1,,1,,7,,4,12,5,5,,,,NA,1,"Tech company CEOS; Zuckerburg, Bezos, etc.","Stock company CEOs: Musk, Tim Cook, Bezos, etc",Extreme Wealth: Families of generational wealth (secret wealth) typically out in the middle east (oil families) ,4,1,7,7,7,1,3,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,100,100,43,45,100,100,100,100,1,7,1,7,1,7,5,1,1,4,4,4,4,4,1,3,4,1,1,1,1,1,1,7,7,7,1,7,1,3,7,7,7,7,1,LowSESManipulation,8,6.2,7,1.875,3.4375,1,NA
100,6984,20,1,,1,,11,,5,11,7,6,Low income families ,Foster Care Children,Inner City families,7,1,,,,0,0,4,5,5,4,4,1,2,5,3,5,5,1,5,5,3,3,3,3,1,43,68,46,59,42,73,41,63,64,1,7,1,7,1,7,1,4,2,7,5,7,1,4,1,7,3,1,1,2,2,1,7,7,7,7,2,4,4,5,5,5,5,5,1,HighSESManipulation,7,4.4,4.4,2.3125,4.625,3.3333333333333335,7
100,1016,21,2,,1,,5,,6,2,3,3,,,,NA,1,Doctors ,Engineers ,Politicians ,3,1,1,1,1,7,1,1,1,1,5,1,1,1,3,5,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,6,1,6,1,7,1,1,1,3,1,7,1,3,1,7,3,1,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,1,1.4,1.375,4.5625,1.6666666666666667,NA
100,411,19,2,,1,,3,,1,13,6,7,minorities,blue collar workers,homeless,5,1,,,,0,0,6,6,6,2,5,1,6,6,2,6,6,1,1,7,1,1,1,2,1,65,56,65,66,67,68,68,70,68,1,5,3,6,3,3,6,6,5,5,3,3,3,5,4,3,5,1,2,2,2,2,6,6,6,6,2,2,2,2,6,2,6,6,1,HighSESManipulation,7,5.8,6,2.25,3.5625,1.1666666666666667,5
100,387,21,2,,1,,8,,6,12,2,2,,,,NA,1,,,,6,1,6,6,5,2,5,1,5,5,1,4,5,1,2,2,2,1,4,4,1,100,100,100,100,100,100,100,100,100,1,6,5,4,4,4,5,4,4,5,5,4,4,4,4,4,4,1,4,1,2,1,7,7,7,4,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,5.6,5.2,1.4375,3.8125,3.1666666666666665,NA
100,854,19,1,,1,,7,,2,12,5,5,homeless people,undocumented immigrants,people in prison,7,1,,,,0,0,7,7,7,1,7,1,5,6,3,5,5,1,1,6,1,1,1,1,1,100,90,100,70,100,100,100,100,100,1,3,4,4,4,4,3,5,4,4,3,4,2,6,4,4,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,5.2,1,4.4375,1.1666666666666667,7
100,843,42,2,,1,,8,,2,4,6,3,mcdonald's employee,people on welfare,unemployed,6,1,,,,0,0,7,5,6,2,5,1,5,5,3,5,5,1,2,6,2,2,2,2,1,81,82,56,70,79,83,83,83,83,0,5,5,5,5,5,5,5,3,5,4,5,3,5,3,5,3,1,2,2,2,2,5,6,6,5,2,2,5,2,7,7,7,7,1,HighSESManipulation,6,5.8,5,2.0625,4.5,2,6
100,806,20,2,,1,,3,,3,12,6,3,,,,NA,1,Kim Kardashian,Bill Gates,Mark Zuckerburg,4,1,7,7,7,1,7,1,4,7,1,4,4,1,1,7,1,1,1,1,1,80,81,80,80,80,80,80,80,80,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,7,5.2,1,3.9375,1,NA
100,711,19,2,,1,,12,,3,7,4,3,,,,NA,1,CEO's,Hedge fund managers,Celebrities,4,1,6,5,5,4,4,1,6,6,2,5,5,1,3,6,4,1,3,5,1,100,100,100,100,100,100,100,100,100,1,7,4,7,4,4,4,3,4,5,3,4,4,3,4,4,4,1,1,1,5,1,7,5,6,4,2,2,3,3,6,6,5,6,1,LowSESManipulation,8,4.8,5.6,2.3125,3.5625,3,NA
100,549,19,2,,1,,11,,4,11,3,4,minorities ,possibly people with mental illness,poor people,7,1,,,,0,0,7,7,7,2,6,1,7,7,1,6,6,0,1,7,1,1,4,2,1,85,80,60,45,70,75,75,50,50,1,5,3,5,3,5,3,4,5,6,4,4,4,5,5,3,4,1,3,3,3,3,6,6,6,6,2,6,2,2,6,6,6,7,1,HighSESManipulation,6,6.6,6.6,2.4375,3.8125,1.6666666666666667,7
100,480,18,2,,1,,1,,5,13,5,6,homeless,kids with no families ,low lower class ,6,1,,,,0,0,4,4,3,4,6,1,3,4,4,4,3,1,3,4,5,3,5,3,1,85,86,72,95,95,95,95,84,85,1,4,5,5,5,5,5,5,4,5,5,4,5,4,5,3,4,1,3,4,3,5,5,4,4,4,5,4,4,4,5,4,4,3,1,HighSESManipulation,7,4.2,3.6,3.9375,3.875,3.8333333333333335,6
100,389,22,1,,1,,12,,6,12,6,2,,,,NA,1,Professional Athletes and their families,Owners of large corporations,Top-level Actors and Actresses,4,1,4,2,4,4,2,1,1,4,4,4,4,1,3,6,4,4,4,4,1,93,96,43,70,59,36,72,50,50,0,7,1,7,1,4,4,4,4,4,4,4,4,4,1,6,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,LowSESManipulation,7,3.2,3.4,4,3.5,3.5,NA
100,340,20,2,,1,,12,,7,12,5,5,,,,NA,1,Business people,celebrities ,government officials ,7,1,6,6,6,2,6,1,1,2,2,2,6,1,1,6,2,1,1,1,1,91,91,92,92,93,93,93,93,93,1,7,1,7,1,7,1,4,4,6,1,1,1,1,1,7,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6,3.4,1,4.25,1.3333333333333333,NA
100,565,19,1,,1,,8,,4,12,5,4,Drug addicts,Homeless,Welfare ,4,1,,,,0,0,6,6,5,3,4,1,5,6,1,5,6,1,1,7,1,1,1,1,1,90,76,83,74,86,85,82,86,84,1,7,2,6,2,4,5,2,4,4,4,4,4,4,3,3,4,1,1,1,1,1,2,7,7,6,1,7,1,1,7,7,7,7,1,HighSESManipulation,7,5.2,5.8,1.75,3.1875,1,4
100,1586,20,2,,1,,6,,2,9,5,5,,,,NA,1,Bill Gates,Kylie Jenner,Elon Musk,2,1,7,6,6,1,4,1,5,5,1,5,6,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,4,2,7,1,4,6,6,4,4,3,4,2,6,3,4,2,1,2,1,2,1,7,7,7,4,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6,5.6,1.3125,3.9375,1,NA
100,617,22,2,,1,,5,,2,13,5,5,homeless,impoverished,no family,10,1,,,,0,0,7,7,7,1,6,1,5,6,1,5,5,1,1,7,1,1,1,1,1,100,100,100,90,100,100,100,100,100,1,6,1,1,1,1,4,5,3,3,7,5,4,7,1,3,1,1,1,1,1,1,7,7,7,7,1,4,1,1,7,7,7,7,1,HighSESManipulation,7,6.8,5.6,1.1875,3.875,1,10
100,825,19,1,,1,,5,,6,12,5,5,,,,NA,1,CEOs of large companies,Politicians ,Donald Trump,5,1,4,3,4,4,2,1,2,5,5,4,4,1,4,4,2,1,1,2,1,100,100,100,100,100,100,100,100,100,1,4,4,3,5,3,5,5,3,5,4,5,3,5,4,3,5,1,1,1,3,2,3,5,2,5,2,4,2,2,2,4,3,4,1,LowSESManipulation,8,3.4,3.6,3.3125,4.1875,2.3333333333333335,NA
100,593,19,1,,1,,3,,5,10,6,6,A good person that was given a bad situation growing up. ,Someone that has wasted their money spending large amounts on things that do not matter. ,Someone living below their means so that they can give away money and help the less fortunate.,7,1,,,,0,0,6,6,6,2,2,1,4,4,2,5,5,1,1,7,1,1,1,1,1,88,88,88,98,92,88,88,88,79,1,5,3,5,3,6,2,6,4,5,4,4,4,5,3,5,3,1,1,1,1,1,7,7,7,7,1,7,1,1,7,7,7,7,1,HighSESManipulation,7,5.2,4.8,1.375,4.375,1,7
100,855,19,2,,1,,5,,6,12,3,2,,,,NA,1,famous people,rich people,the president,1,1,5,5,5,3,5,1,5,5,2,5,5,1,2,5,5,2,3,3,1,70,85,70,85,70,70,60,60,60,1,6,,5,5,6,1,5,3,6,4,4,3,5,3,6,2,1,5,3,3,3,4,5,5,5,3,3,4,5,5,4,4,4,1,LowSESManipulation,8,5,5.2,3.5625,NA,3,NA
100,4835,20,1,,1,,5,,9,13,6,5,,,,NA,1,Big Business owners ,People who own expensive and luxurious cars ,People who purchase designer close.,8,1,2,1,1,2,2,1,1,3,4,1,1,1,3,2,2,1,2,2,1,75,100,6,100,87,4,0,15,63,1,7,4,4,4,4,1,6,1,4,4,4,1,6,1,7,4,1,7,7,7,7,7,4,7,1,1,4,4,6,4,2,5,5,1,LowSESManipulation,8,2.4,2,4.5,4.9375,2.6666666666666665,NA
100,184,21,1,,1,,7,,2,12,5,6,,,,NA,1,Bill Gates,Jeff Bezos,Elon,6,1,6,6,6,6,6,1,4,4,4,4,3,1,6,6,6,3,5,3,1,95,30,88,8,89,92,30,100,100,1,3,4,4,3,4,3,4,4,4,4,3,5,4,4,4,4,1,2,2,2,3,3,3,3,2,2,2,2,2,2,3,2,2,1,LowSESManipulation,8,5.2,3.8,3.8125,3.875,4.166666666666667,NA
100,214,21,1,,1,,6,,4,12,5,6,CEO,inventor,famous people,5,1,,,,0,0,5,4,4,4,4,1,4,3,4,3,6,1,3,3,3,3,2,2,1,100,18,100,100,100,100,14,100,100,1,4,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,HighSESManipulation,7,4.2,4,4.125,3.8125,3,5
100,838,20,1,,1,,5,,5,11,5,5,homeless people ,immigrants ,people with out a college education ,7,1,,,,0,0,6,5,5,3,6,1,3,6,3,5,4,1,1,6,3,1,1,1,1,95,95,95,95,95,95,95,75,75,1,5,6,4,6,6,4,6,4,6,3,4,2,6,2,6,2,1,1,1,2,1,7,7,7,6,1,2,1,4,7,7,5,7,1,HighSESManipulation,7,5.4,4.6,1.5,5.1875,1.5,7
100,888,19,1,,1,,7,,1,12,5,6,,,,NA,1,"Wall Street bankers, investors, hedge fund managers",Relatives of people from example 1,CEOs,3,1,3,2,1,4,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,3,4,3,5,7,1,3,1,7,2,4,1,5,1,7,3,1,1,1,1,1,7,7,7,7,1,1,1,7,7,3,5,2,1,LowSESManipulation,8,2.2,2.2,2.0625,5.625,1.8333333333333333,NA
100,535,19,2,,1,,5,,5,12,6,5,people who don't work,people who have had unfortunate things happen in their life ,immigrants ,6,1,,,,0,0,6,6,6,1,5,1,5,7,1,6,6,0,1,7,3,1,1,1,1,93,65,61,58,68,90,76,82,88,1,5,2,6,5,5,2,3,2,4,4,6,2,5,2,4,6,1,1,2,5,1,7,7,7,6,1,1,1,2,7,7,7,6,1,HighSESManipulation,6,6,6.2,1.5,4.25,1.3333333333333333,6
100,723,19,2,,1,,11,,2,11,5,5,,,,NA,1,Celebrities ,Doctors/Surgeons ,Professional Athletes,6,1,7,7,7,1,7,1,6,6,1,6,2,1,1,6,1,1,1,1,1,80,70,65,65,65,100,95,90,90,1,7,4,6,4,6,1,7,3,7,2,4,1,7,1,5,1,1,5,3,5,4,4,7,6,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,7,5.4,2.0625,5.3125,1.1666666666666667,NA
100,397,,2,,1,,5,,5,12,3,3,Homeless,Government dependent ,Illegal immigrants ,8,1,,,,0,0,7,7,7,2,5,1,1,4,4,4,2,1,3,5,6,5,4,5,1,40,59,50,75,75,60,100,11,10,1,4,4,4,4,6,3,5,3,7,4,6,3,6,3,6,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,HighSESManipulation,7,6.4,3,4,5.0625,4.333333333333333,8
100,1498,44,2,,1,,13,None,3,10,5,3,,,,NA,1,Politicians ,Doctors ,Lawyers,5,1,6,6,6,1,6,1,5,4,5,3,6,1,1,6,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,3,2,4,3,4,1,5,1,5,4,3,4,5,3,4,3,1,1,1,2,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.2,4.2,1.0625,4.4375,1.1666666666666667,NA
