Progress,Duration,D1,D2,D2_1,D3,D3_1,D4,D4_1,D5_1,D6,D7,D8,HighSES_1,HighSES_2,HighSES_3,HighSES_4,ATT_1,LowSES_1,LowSES_2,LowSES_3,LowSES_4,ATT_2,WPS_1,WPS_2,WPS_3,WPS_4,WPS_5,ATT_3,WG_1,WG_2,WG_3,WG_4,WG_5,ATT_4,MRS_1,MRS_2,MRS_3,MRS_4,MRS_5,MRS_6,ATT_5,RGP_1,RGP_2,RGP_3,RGP_4,RGP_5,RGP_6,RGP_7,RGP_8,RGP_9,ATT_6,CSER_1,CSER_2,CSER_3,CSER_4,CSER_5,CSER_6,CSER_7,CSER_8,CSER_9,CSER_10,CSER_11,CSER_12,CSER_13,CSER_14,CSER_15,CSER_16,ATT_7,SDO_1,SDO_2,SDO_3,SDO_4,SDO_5,SDO_6,SDO_7,SDO_8,SDO_9,SDO_10,SDO_11,SDO_12,SDO_13,SDO_14,SDO_15,SDO_16,ATT_8,Condition,attcomp,WPMean,WGMean,SDOMean,CSERMean,MRSMean,rank
100,907,48,2,,1,,8,,5,5,2,1,Lack of ability to obtain education,Lack of access to good medical care,Lack of high paying jobs in their area,5,1,,,,0,0,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,1,1,1,1,1,7,7,7,4,4,7,4,4,7,4,7,7,1,HighSESManipulation,7,4,4,2.3125,4.125,4,5
100,386,21,2,,1,,7,,2,13,6,6,,,,NA,1,CEOs/billionaires,powerful politicians,celebrities,3,1,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,1,1,1,1,85,40,81,30,90,100,90,100,100,1,5,3,6,2,6,2,7,6,5,1,5,4,7,4,3,1,1,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,LowSESManipulation,8,7,7,1.0625,4.5,1,NA
100,775,,2,,1,,1,,7,12,2,5,,,,NA,1,Owner of Amazon,Owner of Facebook-,CEO/Owner of Tesla,2,1,7,7,7,1,7,1,6,7,2,6,6,1,1,7,1,1,2,1,1,100,100,100,100,100,100,100,100,100,1,2,4,7,2,4,1,4,4,6,4,4,4,6,4,4,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,7,6.2,1,4.1875,1.1666666666666667,NA
100,1802,19,2,,1,,6,,2,12,5,6,People without a home,"People with an income of less than $10,000",People without a steady source of food,7,1,,,,0,0,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,1,1,1,1,81,60,80,15,80,100,35,90,90,1,6,1,6,2,7,4,3,1,4,3,7,3,2,1,3,2,1,5,1,2,1,7,7,1,6,1,5,2,3,6,6,6,4,1,HighSESManipulation,7,7,7,2.5625,4.125,1,7
100,556,43,2,,1,,8,,6,3,2,1,unemployed,on disability,mental handicap,5,1,,,,0,0,6,4,5,3,5,1,5,6,3,3,5,1,3,5,5,4,3,4,1,90,90,75,90,90,75,90,50,2,1,6,6,5,4,4,3,5,4,5,4,4,4,5,4,5,4,1,1,1,4,1,6,5,5,4,3,2,3,3,5,5,5,5,1,HighSESManipulation,7,5,4.8,2.625,4.1875,3.6666666666666665,5
100,936,41,2,,1,,8,,8,12,2,2,,,,NA,1,Those who have inherited family wealth,Those who have started a successful business and sold it for great profit. ,Those who have obtained great knowledge in college and beyond and applied it to their career. ,5,1,5,1,2,2,1,1,1,6,1,1,2,1,2,2,3,2,2,2,1,90,90,86,95,100,94,95,94,90,1,7,1,7,1,4,1,4,4,4,3,4,4,4,4,4,3,1,2,1,4,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,3,3.4,1.25,3.5,2.8333333333333335,NA
100,939,39,2,,1,,11,,5,4,1,3,Drug addicts,people with parents with less than a high school diploma,people who did not have positive examples in their life,5,1,,,,0,0,5,5,5,3,4,1,5,5,2,5,5,1,1,1,4,1,3,1,1,70,70,70,67,67,60,70,70,63,1,3,5,5,5,6,4,4,2,4,3,5,4,5,2,4,3,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,1,7,1,HighSESManipulation,7,4.8,5.2,1.375,4.6875,2.8333333333333335,5
100,613,20,2,,1,,5,,8,6,5,3,,,,NA,1,Corporations ,Politicians,Celebrities ,4,1,1,1,1,7,1,1,1,1,7,1,1,1,7,2,4,1,2,1,1,100,100,100,100,100,100,100,100,100,1,7,1,7,1,4,1,1,1,4,7,4,4,4,4,4,5,1,1,1,5,1,6,3,7,4,4,3,3,7,7,1,7,5,1,LowSESManipulation,8,1,1,3.0625,3.125,3.5,NA
100,669,45,2,,1,,7,,5,12,2,2,,,,NA,1,doctors ,lawyers ,corporate leaders ,6,1,4,4,4,3,4,1,5,6,2,6,4,1,1,5,4,4,3,2,1,87,87,87,81,87,96,93,95,98,1,4,6,4,5,6,2,4,2,6,3,6,6,6,3,6,3,1,1,1,1,1,7,7,7,4,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,4.2,5.4,1.1875,5.0625,2.8333333333333335,NA
100,1437,,2,,1,,5,,5,11,4,4,,,,NA,1,High class,Upper middle class,Middle class,7,1,2,2,2,5,4,1,2,5,4,2,2,1,3,3,6,1,2,2,1,100,100,100,100,100,100,100,100,31,1,7,5,7,4,6,1,5,3,6,3,7,1,7,1,7,1,1,1,1,2,1,7,7,7,3,1,2,2,1,7,7,5,5,1,LowSESManipulation,8,2.6,3,1.6875,5.375,3.1666666666666665,NA
100,1073,20,2,,1,,11,,2,5,3,2,,,,NA,1,Elon Musk,CEO's ,Government Official's ,4,1,7,7,7,1,4,1,6,6,2,6,6,1,1,7,1,2,1,1,1,90,50,80,40,95,90,70,100,85,1,3,2,7,3,4,6,2,4,5,7,4,3,6,4,4,2,1,2,1,1,1,7,7,6,7,7,1,1,2,7,7,7,7,1,LowSESManipulation,8,6.4,6,1.5625,3.5625,1.1666666666666667,NA
100,685,,1,,1,,11,,5,13,2,1,Homeless ,Jobless ,Low income ,7,1,,,,0,0,5,5,5,3,4,1,1,2,5,3,4,1,2,5,5,3,3,5,1,50,50,50,50,50,50,50,50,50,1,5,4,5,5,5,1,2,2,6,3,4,3,3,2,5,6,1,6,5,5,5,2,5,5,5,2,5,3,3,5,5,5,5,1,HighSESManipulation,7,4.8,2.6,3.8125,4.375,3.5,7
100,449,,2,,1,,5,,5,9,6,4,,,,NA,1,Doctors,Lawyers,Celebrities,5,1,1,2,2,1,3,1,2,5,5,2,2,1,1,6,1,2,3,1,1,100,100,100,100,100,100,100,81,82,1,6,2,6,2,6,1,7,4,7,2,5,3,6,3,6,5,1,1,1,2,1,6,7,7,2,1,6,1,3,7,7,7,5,1,LowSESManipulation,8,3,2.8,2,4.625,1.6666666666666667,NA
100,1756,42,2,,1,,5,,3,10,1,5,Homeless,Unemployed,Elderly,6,1,,,,0,0,6,7,7,1,6,1,6,7,1,1,5,1,1,6,1,1,1,1,1,80,80,80,80,80,80,80,80,80,1,3,5,5,5,4,4,4,5,4,4,4,4,5,5,4,4,1,2,1,2,1,6,6,5,6,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,6.6,5.2,1.4375,4,1.1666666666666667,6
100,661,21,2,,1,,12,,2,10,4,5,Black trans women/men,Black men/women,Indigenous individuals ,9,1,,,,0,0,7,7,7,1,3,1,7,7,1,7,6,0,1,4,1,2,1,2,1,100,75,100,50,100,100,75,100,100,1,6,2,6,2,4,6,4,4,4,5,4,5,4,4,3,4,1,1,1,1,7,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,6,6.2,6.8,1.375,3.125,1.8333333333333333,9
100,624,42,2,,1,,5,,3,11,1,5,,,,NA,1,CTOs,Surgeons,Entrepreneurs,6,1,6,6,6,1,6,1,5,6,1,6,5,1,1,6,1,1,1,2,1,80,80,80,80,80,80,80,80,80,1,5,5,5,5,4,4,4,4,3,4,4,4,5,4,3,4,1,2,1,1,1,7,6,6,6,1,6,1,1,7,7,6,7,1,LowSESManipulation,8,6.2,5.8,1.625,3.875,1.3333333333333333,NA
100,824,,2,,1,,5,,4,13,5,6,,,,NA,1,Bill Gates,Elon Musk,Jeff Bezos,4,1,5,5,5,2,5,1,5,6,2,5,5,1,1,7,1,1,1,1,1,99,96,98,95,98,99,99,63,67,1,1,7,1,7,7,1,5,1,7,2,7,1,2,1,7,2,1,1,1,1,1,1,1,6,1,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,5.2,5.4,2.1875,6.375,1,NA
100,1326,33,2,,1,,6,,2,11,2,2,,,,NA,1,Physicians,CEOs,Attorneys,6,1,7,7,7,1,6,1,5,5,2,5,5,1,1,7,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,6,2,4,3,4,3,5,2,4,2,4,3,1,1,1,1,1,7,7,7,7,1,7,1,2,7,7,7,6,1,LowSESManipulation,8,6.8,5.2,1.5,4.6875,1,NA
100,611,,1,,1,,11,,5,13,2,1,Homeless ,Poor population ,Jobless ,8,1,,,,0,0,5,5,5,3,5,1,1,1,5,1,3,1,3,5,5,4,4,6,1,50,50,50,50,50,50,50,50,50,1,5,4,5,4,4,1,3,2,6,3,3,3,3,2,6,6,1,5,4,4,3,6,5,5,5,3,4,3,3,5,5,5,5,1,HighSESManipulation,7,5,1.8,3.25,4.3125,4.166666666666667,8
100,1010,42,2,,1,,5,,7,11,4,2,homeless,drug addicts,section 8 recipents,7,1,,,,0,0,5,2,2,3,2,1,1,2,6,1,1,1,2,5,3,1,1,1,1,90,90,90,90,90,90,90,90,90,1,6,6,6,6,6,1,6,1,6,2,4,1,6,1,6,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,6,7,7,1,HighSESManipulation,7,3.2,1.4,1.0625,5.625,1.8333333333333333,7
100,568,21,2,,1,,12,,2,10,4,5,,,,NA,1,White Able Straight Men,White Able Straight Women,White Able Men,2,1,7,7,7,1,4,1,6,7,1,7,6,0,1,6,1,2,1,2,1,100,65,100,60,100,100,85,100,100,1,6,2,7,1,6,6,2,2,4,6,4,4,4,3,3,4,1,1,1,1,1,7,7,7,7,1,3,1,2,7,7,7,7,1,LowSESManipulation,7,6.4,6.6,1.1875,3.1875,1.5,NA
100,368,19,2,,1,,6,,2,13,2,5,homeless people,orphans in foster care,extremely disabled people,5,1,,,,0,0,7,7,7,1,6,1,6,6,2,6,6,1,1,7,1,1,1,1,1,90,51,90,49,91,100,69,97,95,1,1,6,2,6,4,5,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1,7,6,7,6,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,6.8,6,1.125,4.375,1,5
100,879,45,2,,1,,8,,6,13,2,2,minorities,Working poor,Substance use disorder,6,1,,,,0,0,5,4,4,5,4,1,2,2,6,2,6,1,2,5,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,5,4,7,2,5,1,4,1,6,4,7,1,5,1,6,1,1,1,1,2,1,6,6,6,6,1,1,1,2,6,6,6,6,1,HighSESManipulation,7,4,2.8,1.625,5.0625,1.5,6
100,581,20,2,,1,,11,,3,11,6,5,,,,NA,1,The top 1% : Jeff Bezos,celebrities like Kylie Jenner ,politicians: ,6,1,6,7,6,1,5,1,5,6,1,6,6,1,1,7,1,1,2,1,1,98,80,90,65,88,98,96,95,95,1,5,2,6,1,4,5,2,5,3,3,3,5,2,4,3,5,1,1,1,1,1,6,7,7,7,1,1,1,2,7,7,7,7,1,LowSESManipulation,8,6.2,6,1.125,2.8125,1.1666666666666667,NA
100,439,32,2,,1,,11,,3,7,3,5,,,,NA,1,Jeff Bezos,Bill Gates,Elon Musk,5,1,7,7,7,1,6,1,6,7,1,7,7,1,1,7,1,1,1,1,1,95,75,95,75,95,95,80,90,90,1,2,2,3,3,4,5,5,2,4,1,3,4,5,2,2,4,1,1,2,2,1,6,7,7,7,1,1,2,2,7,7,7,7,1,LowSESManipulation,8,6.8,6.8,1.3125,4.25,1,NA
100,618,23,2,,1,,6,,1,12,6,2,people whom have no income ,homeless,those who can not work,5,1,,,,0,0,7,7,7,1,4,1,6,7,1,6,6,1,1,7,1,1,1,1,1,84,59,85,50,85,86,61,86,86,1,5,2,6,3,4,5,6,5,3,2,2,2,6,4,3,1,1,1,1,1,1,7,7,7,1,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,6.4,6.4,1.375,3.875,1,5
100,212,21,1,,1,,5,,5,12,5,5,,,,NA,1,White ,Male,Rich ,8,1,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,4,4,1,50,50,50,50,50,50,50,50,50,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,LowSESManipulation,8,4,4,4,3.9375,4,NA
100,605,32,2,,1,,6,,3,12,2,6,,,,NA,1,doctors,company ceo's,ivy league graduates ,7,1,7,7,7,1,7,1,5,6,2,5,5,1,1,6,1,1,1,1,1,90,90,91,91,91,91,90,90,90,1,6,4,4,4,5,2,6,4,6,2,5,1,6,1,6,2,1,1,1,2,1,6,6,6,6,2,1,1,1,7,7,7,7,1,LowSESManipulation,8,7,5.4,1.375,5.1875,1.1666666666666667,NA
100,1465,21,2,,1,,8,,3,9,2,2,minorities,poor,ill,4,1,,,,0,0,7,7,7,1,5,1,7,7,3,6,7,0,1,6,2,1,1,1,1,80,90,71,43,73,100,100,98,98,1,3,7,1,7,7,3,7,1,4,1,4,2,7,4,3,1,1,1,1,5,1,7,7,7,7,1,1,1,2,7,7,7,7,1,HighSESManipulation,6,6.6,6.4,1.3125,5.8125,1.3333333333333333,4
100,477,47,2,,1,,8,,1,4,2,3,,,,NA,1,Betsy DeVos,Bill Gates,Elon Musk,2,1,7,7,7,1,7,1,5,5,3,6,7,1,1,7,1,1,1,1,1,81,50,69,69,69,69,53,70,70,1,4,2,2,2,4,1,4,4,5,1,4,4,4,1,3,4,1,1,1,1,1,7,7,7,7,1,1,1,2,7,7,7,7,1,LowSESManipulation,8,7,5.6,1.0625,4.375,1,NA
100,549,20,2,,1,,8,,7,13,6,2,,,,NA,1,Government ,Entrepreneurs,White men,6,1,1,4,1,6,1,1,1,1,7,2,1,1,6,1,1,6,5,4,1,100,100,100,100,100,100,100,100,100,1,5,4,4,4,4,4,4,5,5,5,5,4,3,5,5,5,0,2,4,5,4,4,4,4,4,4,4,5,3,4,4,4,6,0,LowSESManipulation,6,1.8,1.2,3.8125,3.75,4.833333333333333,NA
100,3136,42,2,,1,,5,,3,10,1,5,I have a clean and safe context to live in.,I don't have to worry about my next meal.,I have enough money to pay for expected bills.,7,1,,,,0,0,6,6,6,2,5,1,6,6,2,6,5,1,1,6,1,1,1,5,1,80,80,80,80,80,80,80,80,80,1,5,6,5,5,4,3,5,2,3,4,5,4,5,4,5,2,1,1,1,1,1,7,6,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,5.8,5.8,1.0625,4.5,1.8333333333333333,7
100,649,20,2,,1,,5,,1,6,3,2,,,,NA,1,politicians ,ceos of large corporations ,a-list celebrities ,2,1,7,7,6,1,4,1,5,7,1,6,6,1,1,7,1,1,1,4,1,100,95,100,50,100,100,100,100,100,1,3,3,7,4,4,4,5,2,4,3,5,3,5,3,4,4,1,5,2,3,4,7,7,6,6,1,1,1,2,7,7,7,7,1,LowSESManipulation,8,6.2,6.2,1.8125,4.25,1.5,NA
100,661,42,2,,1,,5,,3,10,1,5,Homeless,Refugees,Mentally ill,8,1,,,,0,0,6,6,6,1,6,1,6,7,1,7,6,1,1,7,1,1,1,1,1,80,80,80,80,80,80,80,80,80,1,3,3,2,2,4,2,5,5,4,3,4,4,5,5,2,3,1,1,1,1,1,6,6,6,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,6.2,6.6,1.1875,4.0625,1,8
100,651,20,2,,1,,5,,1,7,3,2,,,,NA,1,large corporation CEOs,A-list celebrities,politicians,2,1,7,7,7,1,4,1,6,6,1,6,6,1,1,7,1,1,1,1,1,100,83,100,30,100,100,82,100,100,1,6,2,7,1,6,1,5,2,4,3,5,4,5,3,4,4,1,4,1,2,2,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.4,6.2,1.3125,4.0625,1,NA
100,671,22,1,,1,,8,,5,12,5,5,A person at rung number 1 will have no job and be homeless and most likely have no formal education,A person on rung number 2 may work a fast food job or something low paying,A person on number 3 may work a warehouse job or be continuing education,3,1,,,,0,0,7,5,5,1,7,1,1,1,1,1,1,1,2,7,2,1,1,1,1,100,75,100,70,70,100,100,72,71,1,7,1,7,1,7,1,4,4,4,4,4,4,4,1,4,4,1,7,7,1,1,7,7,7,6,1,2,2,1,7,5,7,7,0,HighSESManipulation,6,6.2,2.2,2.0625,3.75,1.3333333333333333,3
100,640,21,2,,1,,12,,5,6,3,2,homeless,prisoners ,minority groups - based off ethnicity ,5,1,,,,0,0,7,7,7,1,3,1,5,5,2,5,4,1,1,6,1,1,2,3,1,100,100,100,100,100,100,100,100,100,1,5,3,5,3,5,3,5,5,4,3,4,4,4,4,4,3,1,2,1,5,4,6,6,5,5,1,2,1,1,7,7,6,6,1,HighSESManipulation,7,6.2,5,2.0625,3.9375,1.6666666666666667,5
100,488,32,1,,1,,7,,4,9,5,5,,,,NA,1,Elon Musk,Warren Buffet,Fortune 500 CEOs,5,1,5,5,5,3,5,1,4,4,3,4,3,1,3,6,3,2,1,3,1,50,50,50,42,50,50,50,50,50,1,7,4,7,4,7,2,6,4,4,2,4,4,6,2,4,1,1,1,1,1,1,1,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,5,4,1.375,4.5625,2.3333333333333335,NA
100,675,18,2,,1,,8,,5,11,7,6,Native Americans living on reservations ,"Homeless (vulnerable populations: people with disabilities, children, women, veterans etc) ",People facing food insecurity/ lack of clean water ,9,1,,,,0,0,6,5,4,3,3,1,4,6,3,3,3,1,2,6,2,1,1,1,1,100,100,100,100,100,100,100,100,100,1,7,4,5,2,4,3,3,3,5,2,5,3,5,3,5,3,1,1,1,1,2,6,7,7,7,1,4,2,2,7,7,7,7,1,HighSESManipulation,7,4.6,4.2,1.4375,4.1875,1.5,9
97,1052,29,2,,1,,12,,6,12,2,2,,,,NA,1,The famous ones - well known and successful actors/actresses and musicians/artists,"CEOs and investors of highly wealthy companies, often coming from IVY league universities or otherwise passed down success from families","Those who have built themselves to the top by founding companies, work in technology, or finance",3,1,7,7,7,1,6,1,1,2,6,2,2,1,2,6,1,2,1,1,1,91,91,69,91,90,90,90,89,,1,1,7,1,6,5,1,6,2,7,7,6,1,6,2,7,2,1,1,1,3,1,7,7,7,7,2,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.8,1.8,1.1875,6,1.5,NA
100,60185,,2,,1,,5,,5,13,6,2,,,,NA,1,CEOs of Fortune 500 Companies,The 1%,Anyone that has a Black Amex,3,1,4,4,4,4,4,1,4,4,4,4,4,0,4,4,4,4,4,4,1,100,100,100,100,100,100,100,100,100,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,7,7,7,7,1,6,2,7,7,7,6,6,1,LowSESManipulation,7,4,4,1.875,3.9375,4,NA
100,832,19,2,,1,,8,,6,10,5,2,,,,NA,1,Top entertainment: i.e. kardashians ,Steve Jobs/ owner of apple ,Elon Musk entrepreneur ,6,1,5,6,6,3,5,1,5,5,2,5,5,1,2,4,4,2,2,1,1,75,75,68,69,65,69,68,68,64,1,4,5,4,4,4,4,4,4,5,4,6,2,6,4,5,4,1,4,4,5,4,5,4,6,3,4,2,4,5,5,5,5,4,1,LowSESManipulation,8,5.4,5.2,3.6875,4.5,2.5,NA
100,1240,23,2,,1,,7,,2,2,6,7,No High School education or GED,Those working a minimum wage job,Those in need of government assistance,2,1,,,,0,0,7,7,7,1,1,1,7,7,1,7,7,1,1,7,1,1,1,1,1,100,25,100,40,100,100,50,100,100,1,7,1,7,1,1,7,4,7,1,4,1,7,4,4,1,4,1,1,1,1,1,7,7,1,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,5.8,7,1.375,1.875,1,2
100,1051,45,2,,1,,8,,8,12,4,5,Custodians,Welfare Receipants due to generational welfare,bus drivers,5,1,,,,0,0,5,5,5,2,5,1,2,5,2,2,2,1,1,6,6,1,3,2,1,80,74,69,76,80,72,80,77,69,1,6,4,7,2,6,3,6,1,5,2,7,2,5,1,5,3,1,5,1,5,1,7,6,7,7,2,2,2,2,6,6,6,6,1,HighSESManipulation,7,5.2,3.4,2.0625,4.875,2.5,5
100,671,39,2,,1,,8,,5,9,3,3,,,,NA,1,Doctors/Nurses,Lawyers,Anything Technology,7,1,4,4,3,5,3,1,3,7,1,2,4,1,3,6,5,2,2,2,1,85,85,85,85,85,85,85,85,85,1,6,2,7,5,6,1,5,2,6,3,6,2,6,1,7,2,1,2,1,1,1,7,7,7,5,2,2,2,1,7,6,7,7,1,LowSESManipulation,8,3.4,4.6,1.4375,5.125,2.6666666666666665,NA
100,510,37,2,,1,,8,,5,9,3,4,fast food,retail,homeless,2,1,,,,0,0,4,2,3,5,3,1,2,6,1,4,4,1,2,6,3,3,2,1,1,100,100,100,100,100,100,100,100,100,1,6,5,5,5,5,2,4,2,6,2,5,2,5,1,6,2,1,5,1,1,1,6,6,7,7,2,7,2,2,7,6,7,7,1,HighSESManipulation,7,3,4.6,2,5.125,2.1666666666666665,2
100,893,44,2,,1,,1,,6,13,2,2,,,,NA,1,CEOs,Physicians,Celebrities,4,1,3,2,2,6,2,1,4,6,4,6,2,1,3,5,1,1,4,1,1,100,100,100,100,100,100,100,100,96,1,7,4,7,4,6,1,6,1,7,2,7,1,6,1,6,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,2.2,4.4,1,5.5,2.1666666666666665,NA
100,1853,19,2,,1,,11,,3,12,3,4,,,,NA,1,CEO’s,Property Investors,People born into rich families,4,1,7,7,7,1,5,1,6,7,1,7,6,1,1,7,1,1,1,1,1,100,70,100,50,100,100,100,100,100,1,6,2,7,1,4,5,2,1,2,1,4,4,6,1,4,2,1,4,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,6.6,6.6,1.1875,3.8125,1,NA
100,1107,33,2,,1,,6,,3,13,3,2,Fast food employee,dollar store employee,day care teacher,7,1,,,,0,0,7,7,7,1,7,1,7,7,1,7,7,1,1,7,1,1,1,1,1,80,53,80,51,80,80,80,80,80,1,5,1,7,1,4,7,1,4,1,4,4,4,2,4,1,4,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,HighSESManipulation,7,7,7,1,2.4375,1,7
100,375,20,2,,1,,5,,2,12,7,6,,,,NA,1,President of the United States ,Supreme Court Justice ,Neurosurgeon ,4,1,7,7,7,1,7,1,6,7,1,7,7,1,1,5,1,1,1,1,1,100,100,100,100,100,100,100,100,100,1,1,1,1,1,4,1,4,1,6,1,4,1,4,1,6,1,1,1,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,1,LowSESManipulation,8,7,6.8,1,5.3125,1.3333333333333333,NA
100,743,20,2,,1,,7,,2,3,6,2,Fast food workers,Retail workers,Restaurant ,2,1,,,,0,0,7,7,7,1,7,1,6,7,1,6,7,1,1,7,1,1,1,1,1,90,30,95,5,74,100,64,100,100,1,4,1,4,3,5,7,1,2,1,6,4,7,1,4,1,4,1,1,1,1,1,7,7,7,7,7,7,1,1,7,7,7,7,1,HighSESManipulation,7,7,6.6,1.75,2.625,1,2
100,1623,19,2,,1,,8,,6,12,5,2,McDonalds cook,Walmart door greeter,Taco bell employee,7,1,,,,0,0,6,6,6,3,4,1,5,5,3,4,4,1,2,5,4,3,3,1,1,83,84,80,87,78,86,86,82,77,1,5,5,7,4,4,4,4,4,5,4,5,4,5,4,5,4,1,4,3,5,4,5,4,5,5,4,4,4,5,4,6,5,4,1,HighSESManipulation,7,5.4,4.6,3.6875,4,2.6666666666666665,7
91,322,59,2,,1,,5,,6,10,3,7,homeless ,fast food employee,Disability payment recipients,5,1,,,,0,0,6,2,5,1,5,1,5,4,3,5,4,1,2,7,2,1,2,1,1,84,84,68,100,78,100,100,95,90,1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,HighSESManipulation,5,5,4.6,NA,NA,1.5,5
100,920,38,2,,1,,8,,3,12,2,5,people of Appalachia ,undocumented immigrants,african americans,6,1,,,,0,0,7,7,6,1,6,1,6,6,2,5,5,1,2,6,2,2,2,2,1,70,70,70,70,70,70,70,70,70,1,5,4,7,4,6,2,5,2,6,2,6,2,5,2,5,2,1,1,2,2,2,6,6,6,6,2,2,2,2,7,7,7,7,1,HighSESManipulation,7,6.6,5.6,1.6875,5,2,6
